#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-01-24T00:21:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e2a37fe0bc3	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=V/50/catalog
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5e2a37fe0bc3&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=Name&-out=HD&-out=ADS&-out=VarID&-out=RAJ2000&-out=DEJ2000&-out=GLON&-out=GLAT&-out=Vmag&-out=B-V&-out=SpType&-out=RadVel&-out=RotVel&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/50/catalog
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/50/catalog
#-out=HR
#-out=Name
#-out=HD
#-out=ADS
#-out=VarID
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=Vmag
#-out=B-V
#-out=SpType
#-out=RadVel
#-out=RotVel
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	RAJ2000	(A10)	?Hours RA, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	?Sign Dec, equinox J2000, epoch 2000.0 (1)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F6.2)	?Galactic longitude (1)	[ucd=pos.galactic.lon]
#Column	GLAT	(F6.2)	?Galactic latitude (1)	[ucd=pos.galactic.lat]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
#Column	RadVel	(I4)	? Heliocentric Radial Velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	RotVel	(I3)	? Rotational velocity, v sin i	[ucd=phys.veloc.rotat]
_RAJ2000;_DEJ2000;HR;Name;HD;ADS;VarID;RAJ2000;DEJ2000;GLON;GLAT;Vmag;B-V;SpType;RadVel;RotVel
322.498333;-19.147778;8222;          ;204577;     ;         ;21 29 59.6;-19 08 52; 31.58;-43.31; 6.57; 0.41;  F0V               ; -12; 15
322.249583;+22.179444;8223;          ;204585;     ;13740    ;21 28 59.9;+22 10 46; 73.09;-20.54; 5.93; 1.53;  M4.5III-IIIa      ; -22;
321.855417;+59.750000;8224;          ;204599;14998;13729    ;21 27 25.3;+59 45 00; 99.73;  6.42; 6.10; 1.75;  M3IIIaBa0.2       ; -16;
322.487083;+23.638889;8225;  2    Peg;204724;15027;         ;21 29 56.9;+23 38 20; 74.39;-19.70; 4.57; 1.62;  M1+III            ; -19;
322.219583;+55.418611;8226;          ;204754;     ;13745    ;21 28 52.7;+55 25 07; 96.86;  3.16; 6.12; 0.14;  B8III             ;  -7;  0
321.942083;+66.809167;8227;  7    Cep;204770;     ;         ;21 27 46.1;+66 48 33;104.76; 11.43; 5.44;-0.11;  B7V               ;   3;295
322.362500;+46.540556;8228; 71    Cyg;204771;     ;         ;21 29 27.0;+46 32 26; 90.81; -3.35; 5.24; 0.97;  K0-III            ; -19; 19
323.024583;-41.179167;8229;   Xi  Gru;204783;     ;         ;21 32 05.9;-41 10 45;  0.56;-47.08; 5.29; 1.10;  K0III             ;  -8;
323.060833;-33.944722;8230;  6    PsA;204854;     ;13762    ;21 32 14.6;-33 56 41; 11.18;-46.99; 5.97; 0.05;  A2IV              ;  16;
322.790000;+12.137500;8231;          ;204862;     ;         ;21 31 09.6;+12 08 15; 65.20;-27.55; 6.08;-0.05;  B9.5V             ; -10;125
322.889583; -5.571111;8232; 22Bet Aqr;204867;15050;         ;21 31 33.5;-05 34 16; 48.02;-37.88; 2.91; 0.83;  G0Ib              ;   7; 18
323.323750;-52.737500;8233;          ;204873;     ;         ;21 33 17.7;-52 44 15;343.97;-45.45; 6.41; 1.48;  K4III             ;  34;
324.734167;-79.442500;8234;          ;204904;     ;         ;21 38 56.2;-79 26 33;312.39;-33.86; 6.18; 0.46;  F4IV              ;  -6;
323.138750;-24.590556;8235;          ;204943;     ;         ;21 32 33.3;-24 35 26; 24.54;-45.47; 6.43; 0.20;  A7V               ;  -9;
323.347917;-44.848611;8236;          ;204960;     ;         ;21 33 23.5;-44 50 55;355.16;-46.99; 5.57; 1.04;  K1III             ;  11;
322.585000;+52.958056;8237;          ;204965;     ;         ;21 30 20.4;+52 57 29; 95.32;  1.22; 6.02; 0.08;  A2Vp              ; -17; 65
322.165000;+70.560833;8238;  8Bet Cep;205021;15032;Bet Cep  ;21 28 39.6;+70 33 39;107.54; 14.03; 3.23;-0.22;  B1IV              ;  -8; 28
321.207083;+80.524722;8239;          ;205072;     ;         ;21 24 49.7;+80 31 29;114.98; 21.03; 5.97; 0.92; gG6                ;   3;
323.112917;+23.394444;8240;          ;205087;     ;13774    ;21 32 27.1;+23 23 40; 74.62;-20.29; 6.70;-0.09;  B9pSiSrCr         ; -16; 25
323.570833;-42.925000;8241;          ;205096;     ;         ;21 34 17.0;-42 55 30;357.95;-47.36; 6.32; 1.09;  K1IIICNII         ;   9;
322.864583;+52.620000;8242;          ;205114;     ;         ;21 31 27.5;+52 37 12; 95.22;  0.86; 6.16; 0.90;  G2Ib+B9V          ; -23; 50
322.747083;+60.459444;8243;          ;205139;     ;         ;21 30 59.3;+60 27 34;100.55;  6.62; 5.53; 0.12;  B1II              ; -15; 73
323.720833;-29.696111;8244;          ;205265;     ;         ;21 34 53.0;-29 41 46; 17.47;-47.03; 6.41;-0.11;  B8III             ; -15;
323.712500;-20.084444;8245; 37    Cap;205289;     ;         ;21 34 51.0;-20 05 04; 30.88;-44.70; 5.69; 0.40;  F1V               ;   6;
323.235833;+49.977778;8246;          ;205314;     ;         ;21 32 56.6;+49 58 40; 93.59; -1.24; 5.75;-0.03;  A0V               ; -33;265
323.816250;-23.454167;8247;          ;205342;     ;         ;21 35 15.9;-23 27 15; 26.34;-45.78; 6.40; 1.10; gG7                ; -15;
323.324583;+45.854167;8248;          ;205349;     ;13784    ;21 33 17.9;+45 51 15; 90.83; -4.31; 6.25; 1.81;  K1Ib              ;  -5;
324.512083;-64.824167;8249;          ;205417;     ;         ;21 38 02.9;-64 49 27;328.10;-41.63; 6.20; 0.03;  A0-1IV            ;  -9;
323.641667;+22.754722;8250;          ;205420;     ;         ;21 34 34.0;+22 45 17; 74.48;-21.08; 6.47; 0.51;  F7V               ;  14;
323.823333; -3.983056;8251;          ;205423;     ;         ;21 35 17.6;-03 58 59; 50.35;-37.86; 5.77; 1.11; gG9                ;  -2;
323.495417;+45.591944;8252; 73Rho Cyg;205435;     ;13787    ;21 33 58.9;+45 35 31; 90.74; -4.58; 4.02; 0.89;  G8IIIFe-0.5       ;   7; 19
324.045833;-26.171389;8253;  8    PsA;205471;     ;         ;21 36 11.0;-26 10 17; 22.61;-46.64; 5.73; 0.22;  A7/8IV            ; -19;
325.368750;-77.390000;8254;   Nu  Oct;205478;     ;         ;21 41 28.5;-77 23 24;314.29;-35.19; 3.76; 1.00;  K0III             ;  34;
323.694167;+38.534167;8255; 72    Cyg;205512;     ;         ;21 34 46.6;+38 32 03; 86.01; -9.85; 4.90; 1.08;  K0.5III           ; -66; 17
324.203750;-33.048056;8256;  7    PsA;205529;     ;         ;21 36 48.9;-33 02 53; 12.63;-47.85; 6.11; 0.22;  A7Vn              ;  -2;
323.829167;+28.197222;8257;          ;205539;     ;         ;21 35 19.0;+28 11 50; 78.72;-17.39; 6.31; 0.35;  F0IV              ; -42;
323.862500;+24.452222;8258;          ;205541;15115;         ;21 35 27.0;+24 27 08; 75.94;-20.05; 6.11;     ;  A4V               ; -28;170
323.614583;+51.698333;8259;          ;205551;     ;         ;21 34 27.5;+51 41 54; 94.93; -0.13; 6.15; 0.02;  B9IIIe            ; -22;175
324.270000;-19.466111;8260; 39Eps Cap;205637;     ;Eps Cap  ;21 37 04.8;-19 27 58; 31.94;-44.99; 4.68;-0.17;  B2.5Vpe           ; -24;293
324.057917;+30.055556;8261;          ;205688;15126;         ;21 36 13.9;+30 03 20; 80.23;-16.20; 6.36;     ;  G8III-IV          ; -20;
324.010000;+45.374722;8262;          ;205730;     ;W Cyg    ;21 36 02.4;+45 22 29; 90.86; -4.98; 5.53; 1.58;  M5IIIae           ; -14;
324.390833; -0.390278;8263;          ;205765;15142;         ;21 37 33.8;-00 23 25; 54.52;-36.38; 6.25; 0.06;  A2V               ;  17;156
324.437917; -7.854167;8264; 23Xi  Aqr;205767;     ;         ;21 37 45.1;-07 51 15; 46.45;-40.34; 4.69; 0.17;  A7V               ; -21;154
324.432083; +6.618333;8265;  3    Peg;205811;15147;         ;21 37 43.7;+06 37 06; 61.41;-32.28; 6.18; 0.02;  A2V               ;   3; 89
324.237500;+40.413611;8266; 74    Cyg;205835;     ;         ;21 36 57.0;+40 24 49; 87.62; -8.76; 5.01; 0.18;  A5V               ;   7;171
324.439167;+19.318611;8267;  5    Peg;205852;     ;         ;21 37 45.4;+19 19 07; 72.34;-23.99; 5.45; 0.30;  F1IV              ; -25;134
324.775417;-33.679167;8268;          ;205872;     ;         ;21 39 06.1;-33 40 45; 11.74;-48.38; 6.28; 0.92;  G8IV              ; -20;
324.998750;-52.359167;8269;          ;205877;     ;         ;21 39 59.7;-52 21 33;344.10;-46.53; 6.21; 0.60;  F7III             ;   0;
324.632917; +5.771667;8270;  4    Peg;205924;15157;         ;21 38 31.9;+05 46 18; 60.76;-32.96; 5.67; 0.25;  A9IV-Vn           ; -19;195
325.140000;-55.737500;8271;          ;205935;     ;         ;21 40 33.6;-55 44 15;339.43;-45.56; 6.33; 1.06;  K0II-III          ;  27;
324.366250;+44.696667;8272;          ;205939;     ;CP Cyg   ;21 37 27.9;+44 41 48; 90.59; -5.65; 6.20; 0.19;  A7III             ;   4; 23
324.867083;-10.576944;8273;          ;206005;     ;         ;21 39 28.1;-10 34 37; 43.53;-42.00; 6.08; 1.03;  K0                ;  -9;
324.687500;+25.498889;8274;          ;206027;     ;         ;21 38 45.0;+25 29 56; 77.29;-19.84; 6.16; 1.02;  G9III             ; -14;
324.411250;+54.042222;8275;          ;206040;     ;         ;21 37 38.7;+54 02 32; 96.86;  1.29; 6.15; 0.99;  K1III             ;   2;
324.754583;+20.265278;8276;          ;206043;     ;         ;21 39 01.1;+20 15 55; 73.31;-23.55; 5.85; 0.32;  F2V               ; -13;105
324.888750; +2.243611;8277; 25    Aqr;206067;     ;         ;21 39 33.3;+02 14 37; 57.54;-35.28; 5.10; 1.04;  K0III             ; -35; 19
325.022917;-16.662222;8278; 40Gam Cap;206088;     ;         ;21 40 05.5;-16 39 44; 36.00;-44.67; 3.68; 0.32;  F0p               ; -31; 30
324.480000;+62.081944;8279;  9    Cep;206165;     ;V337 Cep ;21 37 55.2;+62 04 55;102.27;  7.25; 4.73; 0.30;  B2Ib              ; -13; 36
327.726250;-82.719167;8280;   Lam Oct;206240;     ;         ;21 50 54.3;-82 43 09;309.02;-32.13; 5.29; 0.75;  G8-K0III          ; -11;
324.740000;+57.489167;8281;          ;206267;15184;         ;21 38 57.6;+57 29 21; 99.29;  3.74; 5.62; 0.21;  O6.5V((f))        ;  -8;154
325.442083;-25.101944;8282;          ;206291;     ;         ;21 41 46.1;-25 06 07; 24.56;-47.63; 6.49; 1.19;  K0                ;  32;
325.387083;-14.047500;8283; 42    Cap;206301;     ;         ;21 41 32.9;-14 02 51; 39.56;-43.97; 5.18; 0.65;  G1V+G0V           ;  -1; 17
325.046250;+43.273889;8284; 75    Cyg;206330;15208;13834    ;21 40 11.1;+43 16 26; 90.00; -7.04; 5.11; 1.60;  M1IIIab           ; -28;
325.503333;-23.262778;8285; 41    Cap;206356;15223;         ;21 42 00.8;-23 15 46; 27.21;-47.22; 5.24; 0.95;  G9III             ; -44;
326.370000;-71.008889;8286;          ;206399;     ;         ;21 45 28.8;-71 00 32;320.64;-39.09; 6.01;-0.10;  B8IV              ;  -4;
325.542083; +1.285278;8287; 26    Aqr;206445;     ;         ;21 42 10.1;+01 17 07; 57.05;-36.37; 5.67; 1.44;  K2III             ;  10;
325.664583;-18.866389;8288; 43Kap Cap;206453;     ;         ;21 42 39.5;-18 51 59; 33.38;-46.03; 4.73; 0.88;  G8III             ;  -3; 19
325.564583; +5.680000;8289;  7    Peg;206487;     ;13848    ;21 42 15.5;+05 40 48; 61.36;-33.75; 5.30; 1.64;  M2IIIab           ;  -4;
325.180417;+54.872222;8290;          ;206509;     ;         ;21 40 43.3;+54 52 20; 97.74;  1.61; 6.20; 1.16;  K0III             ;   4;
325.392917;+40.805278;8291; 76    Cyg;206538;     ;         ;21 41 34.3;+40 48 19; 88.54; -9.06; 6.11; 0.07;  A2V               ;   3;150
325.637500;+10.824722;8292;          ;206540;     ;         ;21 42 33.0;+10 49 29; 66.11;-30.53; 6.09;-0.11;  B5IV              ;   6; 20
325.806250;-19.620833;8293;          ;206546;     ;         ;21 43 13.5;-19 37 15; 32.41;-46.41; 6.22; 0.27;  A3m               ; -25; 47
341.369167;-88.818333;8294;          ;206553;     ;CG Oct   ;22 45 28.6;-88 49 06;303.63;-28.13; 6.57; 0.28;  F0IV-V            ;  15;
325.768333;-14.399722;8295; 44    Cap;206561;     ;         ;21 43 04.4;-14 23 59; 39.32;-44.45; 5.88; 0.25;  F0IV              ; -13;
          ;          ;8296; NOVA 1876;      ;     ;Q Cyg    ;          ;         ;      ;      ;     ;     ;                    ;    ;
325.504583;+35.510278;8297;          ;206570;     ;V460 Cyg ;21 42 01.1;+35 30 37; 85.01;-13.06; 6.07; 2.52;  C6.3              ;  10;
325.535000;+45.765833;8298;          ;206632;     ;V1339 Cyg;21 42 08.4;+45 45 57; 91.92; -5.40; 6.17; 1.55;  M4III:            ;   9;
326.122917;-38.552500;8299;          ;206642;     ;         ;21 44 29.5;-38 33 09;  4.35;-49.57; 6.30; 1.12;  G5III             ; -58;
325.595417;+41.077222;8300; 77    Cyg;206644;     ;         ;21 42 22.9;+41 04 38; 88.84; -8.96; 5.69; 0.01;  A0V               ; -25; 45
325.523750;+51.189722;8301; 80Pi 1Cyg;206672;     ;         ;21 42 05.7;+51 11 23; 95.48; -1.30; 4.67;-0.12;  B3IV              ;  -8;109
326.004167;-14.749444;8302; 45    Cap;206677;     ;         ;21 44 01.0;-14 44 58; 39.00;-44.80; 5.99; 0.21;  F0V               ;  -4;
326.329167;-49.498611;8303;          ;206690;     ;         ;21 45 19.0;-49 29 55;347.83;-48.10; 6.45; 1.15;  K1III             ; -51;
325.662083;+49.600278;8304;          ;206731;     ;         ;21 42 38.9;+49 36 01; 94.51; -2.56; 6.09; 1.00;  G8II              ;  -2;
326.236667;-33.025833;8305;  9Iot PsA;206742;     ;         ;21 44 56.8;-33 01 33; 12.88;-49.55; 4.34;-0.05;  A0V               ;   2; 47
325.776667;+41.155000;8306;          ;206749;     ;13857    ;21 43 06.4;+41 09 18; 89.00; -8.99; 5.49; 1.59;  M2IIIab           ; -23;
325.857083;+38.283889;8307; 79    Cyg;206774;     ;         ;21 43 25.7;+38 17 02; 87.11;-11.18; 5.65; 0.00;  A0V               ; -23;165
326.046667; +9.875000;8308;  8Eps Peg;206778;15268;Eps Peg  ;21 44 11.2;+09 52 30; 65.57;-31.46; 2.39; 1.53;  K2Ib              ;   5; 17
326.035833;+28.742778;8309; 78Mu 1Cyg;206826;15270;         ;21 44 08.6;+28 44 34; 80.58;-18.34; 4.73; 0.48;  F6V               ;  18; 18
326.034583;+28.743056;8310; 78Mu 2Cyg;206827;15270;         ;21 44 08.3;+28 44 35; 80.58;-18.34; 6.08; 0.36;  G2V               ;  17;
326.251250; -9.082500;8311; 46    Cap;206834;     ;         ;21 45 00.3;-09 04 57; 46.17;-42.51; 5.09; 1.11;  G8II-III          ;  -5; 17
325.689167;+59.271111;8312;          ;206842;     ;         ;21 42 45.4;+59 16 16;100.84;  4.75; 6.08; 1.34;  K1III             ;  -2;
326.127917;+17.350000;8313;  9    Peg;206859;     ;13864    ;21 44 30.7;+17 21 00; 71.98;-26.51; 4.34; 1.17;  G5Ib              ; -22; 20
326.130417;+14.771944;8314;          ;206860;     ;HN Peg   ;21 44 31.3;+14 46 19; 69.86;-28.27; 5.94; 0.59;  G0V               ; -19; 11
326.161250;+25.645000;8315; 10Kap Peg;206901;15281;         ;21 44 38.7;+25 38 42; 78.41;-20.67; 4.13; 0.43;  F5IV              ;  -8; 29
325.876667;+58.780000;8316;   Mu  Cep;206936;15271;Mu  Cep  ;21 43 30.4;+58 46 48;100.60;  4.32; 4.08; 2.35;  M2-Ia             ;  19;
325.480417;+71.311389;8317; 11    Cep;206952;     ;         ;21 41 55.3;+71 18 41;108.88; 13.82; 4.56; 1.10;  K1III             ; -37; 17
326.567917; -9.275833;8318; 47    Cap;207005;     ;AG Cap   ;21 46 16.3;-09 16 33; 46.14;-42.88; 6.00; 1.66;  M3III             ;  21;
326.633750;-11.365833;8319; 48Lam Cap;207052;     ;         ;21 46 32.1;-11 21 57; 43.64;-43.91; 5.58;-0.01;  A1V               ;   1;190
326.435417;+35.857222;8320;          ;207088;     ;         ;21 45 44.5;+35 51 26; 85.82;-13.30; 6.40; 1.00;  G8III             ;  -5;
326.518333;+22.948889;8321; 12    Peg;207089;     ;         ;21 46 04.4;+22 56 56; 76.64;-22.83; 5.29; 1.41;  K0IbHdel 0.5      ; -12;
326.760000;-16.127222;8322; 49Del Cap;207098;15314;Del Cap  ;21 47 02.4;-16 07 38; 37.60;-46.01; 2.87; 0.29;  Am                ;  -6; 87
327.065833;-47.303611;8323;          ;207129;     ;         ;21 48 15.8;-47 18 13;350.88;-49.10; 5.58; 0.60;  G0V               ;  -7;
325.766667;+72.320278;8324;          ;207130;     ;         ;21 43 04.0;+72 19 13;109.65; 14.50; 5.17; 1.05;  K0III             ; -39; 17
326.600000;+25.563333;8325;          ;207134;     ;         ;21 46 24.0;+25 33 48; 78.65;-21.00; 6.28; 1.21;  K3III:            ; -45;
326.934167;-30.898333;8326; 10The PsA;207155;     ;         ;21 47 44.2;-30 53 54; 16.24;-49.94; 5.01; 0.04;  A2V               ;  14;139
326.222083;+62.460556;8327;          ;207198;     ;         ;21 44 53.3;+62 27 38;103.14;  6.99; 5.95; 0.31;  O9Ib-II           ; -18; 76
326.808333; +2.686111;8328; 11    Peg;207203;     ;         ;21 47 14.0;+02 41 10; 59.38;-36.56; 5.64; 0.00;  A1V               ;  17;139
326.569167;+43.060833;8329;          ;207218;     ;         ;21 46 16.6;+43 03 39; 90.71; -7.93; 6.54; 0.28;  G0:III+A4V        ; -19;100
326.769583;+17.194167;8330;          ;207223;     ;         ;21 47 04.7;+17 11 39; 72.32;-27.05; 6.21; 0.34;  F3V               ; -19;
327.500417;-64.712500;8331;          ;207229;     ;         ;21 50 00.1;-64 42 45;327.40;-42.80; 5.62; 1.02;  K0III             ;  -1;
326.908750; -5.917222;8332;          ;207235;     ;         ;21 47 38.1;-05 55 02; 50.30;-41.49; 6.17; 0.22;  A7V               ; -11;120
327.696250;-69.629444;8333;   Omi Ind;207241;     ;         ;21 50 47.1;-69 37 46;321.80;-40.23; 5.53; 1.37;  K2-3III           ;  20;
326.362083;+61.120833;8334; 10Nu  Cep;207260;     ;Nu Cep   ;21 45 26.9;+61 07 15;102.31;  5.93; 4.29; 0.52;  A2Ia              ; -21; 33
326.698333;+49.309444;8335; 81Pi 2Cyg;207330;     ;         ;21 46 47.6;+49 18 34; 94.83; -3.22; 4.23;-0.12;  B3III             ; -12; 43
327.034583;+36.580556;8336;          ;207446;     ;         ;21 48 08.3;+36 34 50; 86.68;-13.08; 6.47;     ;  K5                ; -31;
327.421250;-12.723056;8337;          ;207503;     ;         ;21 49 41.1;-12 43 23; 42.41;-45.20; 6.31; 0.22;  A3m               ;   0; 20
327.122500;+38.648611;8338;          ;207516;     ;         ;21 48 29.4;+38 38 55; 88.12;-11.56; 6.12;-0.08;  B8V               ; -20;100
326.855417;+60.692778;8339; 12    Cep;207528;     ;         ;21 47 25.3;+60 41 34;102.22;  5.45; 5.52; 1.52;  M1IIIb            ; -20;
327.554583;-16.844722;8340;          ;207552;     ;         ;21 50 13.1;-16 50 41; 37.05;-46.99; 6.38; 1.42;  K0                ;  -1;
327.362083;+20.462500;8341;          ;207563;     ;         ;21 49 26.9;+20 27 45; 75.35;-25.15; 6.29;-0.10;  B2V               ; -12;122
326.754167;+70.150833;8342;          ;207636;     ;         ;21 47 01.0;+70 09 03;108.41; 12.67; 6.29;     ;  A0V               ;  -2;205
327.461250;+30.174167;8343; 14    Peg;207650;     ;         ;21 49 50.7;+30 10 27; 82.57;-18.12; 5.04;-0.03;  A1V s             ; -23; 68
327.536250;+17.285556;8344; 13    Peg;207652;     ;13891    ;21 50 08.7;+17 17 08; 72.97;-27.52; 5.29; 0.37;  F2III-IV          ;  -4; 71
327.417083;+41.148889;8345;          ;207673;     ;         ;21 49 40.1;+41 08 56; 89.94; -9.80; 6.48; 0.42;  A2Ib              ;  -2; 21
327.924167;-18.623056;8346;          ;207760;     ;         ;21 51 41.8;-18 37 23; 34.79;-47.96; 6.16; 0.36;  F0III             ; -42;
327.329167;+61.272778;8347;          ;207780;     ;         ;21 49 19.0;+61 16 22;102.77;  5.75; 6.17; 1.67;  M1II-III          ; -19;
327.892500;+19.826667;8348;          ;207840;15383;         ;21 51 34.2;+19 49 36; 75.25;-25.96; 5.77;-0.10;  B8III             ; -20; 20
327.770417;+39.536667;8349;          ;207857;     ;V1619 Cyg;21 51 04.9;+39 32 12; 89.10;-11.20; 6.17;-0.08;  B9pHgMn           ;   0; 12
328.075833;+21.273056;8350;          ;207932;     ;HO Peg   ;21 52 18.2;+21 16 23; 76.50;-25.04; 6.89;     ;  M4III             ; -22;
328.324167;-13.551667;8351; 51Mu  Cap;207958;     ;         ;21 53 17.8;-13 33 06; 41.88;-46.35; 5.08; 0.37;  F1III             ; -22; 87
328.797917;-61.886389;8352;          ;207964;     ;         ;21 55 11.5;-61 53 11;330.39;-44.71; 5.90; 0.39;  F1III             ;   1;
328.482083;-37.365000;8353;   Gam Gru;207971;     ;         ;21 53 55.7;-37 21 54;  6.11;-51.47; 3.01;-0.12;  B8III             ;  -2; 68
328.124583;+28.793333;8354; 15    Peg;207978;     ;         ;21 52 29.9;+28 47 36; 82.05;-19.54; 5.53; 0.42;  F6IV-V vw         ;  19;  6
328.400000;-10.311667;8355;          ;208008;     ;         ;21 53 36.0;-10 18 42; 46.07;-44.96; 6.59;-0.12;  B9V               ; -11;
328.265833;+25.925000;8356; 16    Peg;208057;     ;         ;21 53 03.8;+25 55 30; 80.10;-21.75; 5.08;-0.17;  B3Ve              ; -12;152
328.004167;+55.796944;8357;          ;208095;15405;13909    ;21 52 01.0;+55 47 49; 99.56;  1.28; 5.71;-0.13;  B6IV-V            ;  -7;120
328.405833;+19.668333;8358;          ;208108;     ;         ;21 53 37.4;+19 40 06; 75.51;-26.41; 5.68; 0.01;  A0V s             ;   6; 41
328.490833; +6.864444;8359;          ;208110;     ;         ;21 53 57.8;+06 51 52; 64.70;-35.25; 6.15; 0.80;  G0III s           ; -10; 32
328.543333; -4.276111;8360;          ;208111;     ;         ;21 54 10.4;-04 16 34; 53.33;-41.99; 5.71; 1.18;  K2III             ; -37;
327.905417;+65.752778;8361;          ;208132;15407;         ;21 51 37.3;+65 45 10;105.85;  9.04; 6.37;     ;  A1m               ;   4;
329.058333;-57.899444;8362;   Pi  Ind;208149;     ;         ;21 56 14.0;-57 53 58;335.36;-46.69; 6.19; 0.21;  Am                ;   7;
328.649583; -3.301111;8363;          ;208177;15432;         ;21 54 35.9;-03 18 04; 54.49;-41.54; 6.20; 0.48;  F5IV              ; -16;
328.572500;+19.718333;8364;          ;208202;15431;         ;21 54 17.4;+19 43 06; 75.68;-26.48; 6.39; 0.97;  K0III+F7V         ;   4;
328.981667;-30.606389;8365;          ;208285;     ;         ;21 55 55.6;-30 36 23; 17.01;-51.66; 6.41; 0.93;  G8III             ; -85;
329.095000;-37.253611;8366;          ;208321;     ;         ;21 56 22.8;-37 15 13;  6.25;-51.96; 5.46; 0.08;  A2Vn              ;  28;222
329.259167;-37.746944;8367;          ;208435;     ;BZ Gru   ;21 57 02.2;-37 44 49;  5.44;-52.07; 6.18; 0.33;  F1III-IV          ;   1;
329.479583;-54.992500;8368;   Del Ind;208450;     ;         ;21 57 55.1;-54 59 33;339.11;-48.12; 4.40; 0.28;  F0IV              ;  15;130
329.625417;-59.012222;8369;   Kap1Ind;208496;     ;BG Ind   ;21 58 30.1;-59 00 44;333.72;-46.45; 6.12; 0.46;  F3V               ;  40;
330.467083;-77.662500;8370;          ;208500;     ;         ;22 01 52.1;-77 39 45;313.17;-35.87; 6.41; 0.22;  A5IV-V            ;   1;
328.721667;+56.611389;8371; 13    Cep;208501;     ;13963    ;21 54 53.2;+56 36 41;100.39;  1.68; 5.80; 0.73;  B8Ib              ; -15; 53
329.100000;+21.239722;8372;          ;208527;     ;         ;21 56 24.0;+21 14 23; 77.24;-25.72; 6.40; 1.70;  K5V               ;   2;
329.235000;+12.076389;8373; 17    Peg;208565;     ;         ;21 56 56.4;+12 04 35; 69.96;-32.32; 5.54; 0.05;  A2Vnn             ;  15;240
328.836250;+61.541944;8374;          ;208606;     ;         ;21 55 20.7;+61 32 31;103.50;  5.51; 6.13; 1.60;  G8Ib              ; -32;
328.879583;+65.320833;8375;          ;208682;15467;13966    ;21 55 31.1;+65 19 15;105.89;  8.45; 5.86;-0.06;  B2.5Ve            ; -15;350
329.555417; -5.424722;8376;          ;208703;     ;         ;21 58 13.3;-05 25 29; 52.76;-43.46; 6.33; 0.37;  F5IV              ;   1; 12
329.259167;+48.668611;8377;          ;208727;     ;         ;21 57 02.2;+48 40 07; 95.74; -4.77; 6.42;-0.08;  B8V               ; -16;140
329.682500;-21.182778;8378;          ;208735;     ;         ;21 58 43.8;-21 10 58; 31.90;-50.35; 6.12; 1.65;  M4III             ;   3;
329.824583;-38.395278;8379;          ;208737;     ;         ;21 59 17.9;-38 23 43;  4.34;-52.47; 5.50; 1.00;  K0III             ; -10;
330.765833;-76.118611;8380;          ;208741;     ;         ;22 03 03.8;-76 07 07;314.54;-36.95; 5.95; 0.39;  F3III             ;   7;
